Sales Person,Country,Product,Date,Amount,Boxes Shipped
Beverie Moffet,New Zealand,Baker's Choco Chips,03/08/2024,"$1,517.05",1970-01-01 00:00:00.000000147
Beverie Moffet,Australia,Milk Bars,25/05/2024,$770.45,1970-01-01 00:00:00.000000389
Van Tuxwell,UK,Raspberry Choco,16/03/2024,"$7,623.35",1970-01-01 00:00:00.000000080
Jan Morforth,Australia,Orange Choco,04/07/2024,"$3,418.05",1970-01-01 00:00:00.000000117
Jehu Rudeforth,India,50% Dark Bites,05/07/2024,"$4,055.71",1970-01-01 00:00:00.000000137
Madelene Upcott,USA,After Nines,15/03/2024,"$5,432.84",1970-01-01 00:00:00.000000450
Barr Faughny,UK,Raspberry Choco,22/08/2024,"$6,016.80",1970-01-01 00:00:00.000000071
Ches Bonnell,Australia,70% Dark Bites,12/01/2024,"$3,609.76",1970-01-01 00:00:00.000000122
Marney O'Breen,UK,Baker's Choco Chips,10/06/2024,$302.25,1970-01-01 00:00:00.000000154
Kaine Padly,Australia,Peanut Butter Cubes,25/03/2024,"$6,062.87",1970-01-01 00:00:00.000000290
Rafaelita Blaksland,India,Almond Choco,27/07/2024,"$3,589.91",1970-01-01 00:00:00.000000106
Husein Augar,UK,Caramel Stuffed Bars,15/04/2024,"$16,457.28",1970-01-01 00:00:00.000000442
Roddy Speechley,India,Orange Choco,27/06/2024,"$4,813.53",1970-01-01 00:00:00.000000019
Jehu Rudeforth,UK,70% Dark Bites,14/04/2024,"$5,819.17",1970-01-01 00:00:00.000000270
Husein Augar,Australia,Manuka Honey Choco,15/03/2024,"$7,824.91",1970-01-01 00:00:00.000000100
Madelene Upcott,USA,Eclairs,18/03/2024,"$9,446.67",1970-01-01 00:00:00.000000193
Brien Boise,India,Eclairs,29/04/2024,"$1,447.58",1970-01-01 00:00:00.000000067
Mallorie Waber,New Zealand,White Choc,25/02/2024,"$3,356.27",1970-01-01 00:00:00.000000238
Husein Augar,USA,Milk Bars,02/03/2024,"$1,031.25",1970-01-01 00:00:00.000000055
Van Tuxwell,Australia,Milk Bars,20/06/2024,"$9,471.51",1970-01-01 00:00:00.000000095
Beverie Moffet,Canada,White Choc,15/07/2024,"$10,573.29",1970-01-01 00:00:00.000000179
Dotty Strutley,Australia,50% Dark Bites,12/05/2024,"$3,321.90",1970-01-01 00:00:00.000000247
Mallorie Waber,New Zealand,Organic Choco Syrup,01/07/2024,"$5,318.00",1970-01-01 00:00:00.000000281
Husein Augar,USA,85% Dark Bars,08/08/2024,$415.67,1970-01-01 00:00:00.000000059
Madelene Upcott,Australia,50% Dark Bites,25/07/2024,"$8,295.88",1970-01-01 00:00:00.000000006
Wilone O'Kielt,UK,Drinking Coco,18/05/2024,"$3,857.25",1970-01-01 00:00:00.000000054
Camilla Castle,India,Peanut Butter Cubes,15/07/2024,"$14,102.83",1970-01-01 00:00:00.000000291
Curtice Advani,India,70% Dark Bites,05/07/2024,"$2,453.44",1970-01-01 00:00:00.000000043
Mallorie Waber,USA,Manuka Honey Choco,04/07/2024,"$5,910.67",1970-01-01 00:00:00.000000100
Dotty Strutley,UK,70% Dark Bites,20/06/2024,"$1,515.42",1970-01-01 00:00:00.000000230
Gunar Cockshoot,Australia,Almond Choco,25/01/2024,"$4,498.05",1970-01-01 00:00:00.000000464
Kaine Padly,New Zealand,Spicy Special Slims,01/07/2024,"$8,755.31",1970-01-01 00:00:00.000000038
Gigi Bohling,USA,50% Dark Bites,13/04/2024,"$2,651.48",1970-01-01 00:00:00.000000060
Beverie Moffet,UK,Smooth Sliky Salty,04/05/2024,"$5,119.35",1970-01-01 00:00:00.000000077
Beverie Moffet,Australia,Baker's Choco Chips,04/08/2024,"$3,360.74",1970-01-01 00:00:00.000000119
Beverie Moffet,India,70% Dark Bites,01/06/2024,$495.65,1970-01-01 00:00:00.000000146
Jehu Rudeforth,UK,Choco Coated Almonds,22/04/2024,"$5,108.85",1970-01-01 00:00:00.000000187
Kaine Padly,USA,50% Dark Bites,03/08/2024,$77.10,1970-01-01 00:00:00.000000026
Ches Bonnell,USA,Orange Choco,10/06/2024,"$1,860.29",1970-01-01 00:00:00.000000071
Gunar Cockshoot,UK,Manuka Honey Choco,27/06/2024,"$7,917.76",1970-01-01 00:00:00.000000050
Marney O'Breen,Australia,Smooth Sliky Salty,03/01/2024,"$4,059.92",1970-01-01 00:00:00.000000179
Marney O'Breen,India,After Nines,11/07/2024,"$2,816.85",1970-01-01 00:00:00.000000188
Ches Bonnell,New Zealand,Milk Bars,17/08/2024,"$5,306.48",1970-01-01 00:00:00.000000128
Rafaelita Blaksland,USA,Fruit & Nut Bars,18/01/2024,"$2,756.63",1970-01-01 00:00:00.000000066
Ches Bonnell,India,Organic Choco Syrup,08/03/2024,"$17,903.70",1970-01-01 00:00:00.000000107
Mallorie Waber,Australia,Orange Choco,07/03/2024,"$15,825.08",1970-01-01 00:00:00.000000284
Husein Augar,India,70% Dark Bites,09/05/2024,"$7,745.33",1970-01-01 00:00:00.000000164
Barr Faughny,New Zealand,85% Dark Bars,23/05/2024,"$2,214.91",1970-01-01 00:00:00.000000161
Madelene Upcott,UK,Caramel Stuffed Bars,15/04/2024,$190.24,1970-01-01 00:00:00.000000156
Gigi Bohling,Australia,Drinking Coco,27/07/2024,"$2,960.00",1970-01-01 00:00:00.000000141
Marney O'Breen,Canada,Choco Coated Almonds,22/08/2024,"$2,937.62",1970-01-01 00:00:00.000000389
Ches Bonnell,USA,70% Dark Bites,11/05/2024,"$4,778.36",1970-01-01 00:00:00.000000124
Madelene Upcott,India,Organic Choco Syrup,26/01/2024,"$5,401.01",1970-01-01 00:00:00.000000041
Barr Faughny,USA,50% Dark Bites,14/04/2024,"$15,372.94",1970-01-01 00:00:00.000000124
Dennison Crosswaite,New Zealand,Mint Chip Choco,05/04/2024,"$7,121.02",1970-01-01 00:00:00.000000433
Marney O'Breen,New Zealand,Smooth Sliky Salty,14/06/2024,"$9,057.64",1970-01-01 00:00:00.000000056
Brien Boise,Canada,Almond Choco,13/04/2024,"$5,439.43",1970-01-01 00:00:00.000000125
Beverie Moffet,Australia,White Choc,27/06/2024,"$2,659.78",1970-01-01 00:00:00.000000178
Dotty Strutley,Australia,Eclairs,26/01/2024,"$7,897.59",1970-01-01 00:00:00.000000003
Barr Faughny,UK,White Choc,05/07/2024,"$1,959.22",1970-01-01 00:00:00.000000070
Beverie Moffet,Canada,Baker's Choco Chips,11/01/2024,"$15,305.32",1970-01-01 00:00:00.000000091
Kelci Walkden,USA,White Choc,07/03/2024,"$11,257.11",1970-01-01 00:00:00.000000021
Kaine Padly,Canada,50% Dark Bites,04/03/2024,"$9,207.09",1970-01-01 00:00:00.000000109
Karlen McCaffrey,Canada,Organic Choco Syrup,15/07/2024,"$2,769.94",1970-01-01 00:00:00.000000302
Kaine Padly,UK,Peanut Butter Cubes,11/05/2024,"$7,477.56",1970-01-01 00:00:00.000000085
Karlen McCaffrey,USA,Milk Bars,27/01/2024,"$5,231.54",1970-01-01 00:00:00.000000008
Karlen McCaffrey,India,Orange Choco,27/06/2024,"$3,745.21",1970-01-01 00:00:00.000000161
Ches Bonnell,India,Smooth Sliky Salty,03/08/2024,"$8,503.93",1970-01-01 00:00:00.000000019
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/08/2024,"$12,524.30",1970-01-01 00:00:00.000000251
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2024,$472.27,1970-01-01 00:00:00.000000101
Dennison Crosswaite,UK,Peanut Butter Cubes,07/02/2024,"$9,771.87",1970-01-01 00:00:00.000000158
Karlen McCaffrey,Australia,Almond Choco,08/07/2024,"$8,130.06",1970-01-01 00:00:00.000000140
Dennison Crosswaite,India,Milk Bars,21/04/2024,"$1,624.06",1970-01-01 00:00:00.000000096
Ches Bonnell,UK,Mint Chip Choco,08/04/2024,"$2,984.40",1970-01-01 00:00:00.000000214
Husein Augar,Australia,50% Dark Bites,19/08/2024,"$15,593.50",1970-01-01 00:00:00.000000056
Jan Morforth,India,Fruit & Nut Bars,04/05/2024,"$3,387.76",1970-01-01 00:00:00.000000060
Mallorie Waber,USA,85% Dark Bars,11/05/2024,"$2,847.18",1970-01-01 00:00:00.000000115
Mallorie Waber,USA,Eclairs,22/03/2024,"$7,511.77",1970-01-01 00:00:00.000000049
Dennison Crosswaite,Canada,Spicy Special Slims,10/08/2024,"$2,711.58",1970-01-01 00:00:00.000000216
Dennison Crosswaite,USA,Fruit & Nut Bars,04/05/2024,"$1,673.44",1970-01-01 00:00:00.000000314
Kelci Walkden,USA,99% Dark & Pure,18/08/2024,"$8,853.16",1970-01-01 00:00:00.000000261
Dotty Strutley,Canada,Raspberry Choco,03/08/2024,"$4,722.39",1970-01-01 00:00:00.000000258
Marney O'Breen,New Zealand,Milk Bars,14/01/2024,"$8,408.12",1970-01-01 00:00:00.000000318
Madelene Upcott,Australia,Choco Coated Almonds,08/04/2024,"$2,442.36",1970-01-01 00:00:00.000000078
Kelci Walkden,UK,Orange Choco,01/08/2024,"$4,010.08",1970-01-01 00:00:00.000000003
Dennison Crosswaite,Canada,Eclairs,15/03/2024,$492.21,1970-01-01 00:00:00.000000045
Karlen McCaffrey,India,Mint Chip Choco,15/07/2024,"$11,650.88",1970-01-01 00:00:00.000000192
Barr Faughny,New Zealand,Almond Choco,13/01/2024,"$6,426.04",1970-01-01 00:00:00.000000132
Mallorie Waber,Australia,85% Dark Bars,26/08/2024,"$2,665.28",1970-01-01 00:00:00.000000054
Ches Bonnell,Canada,Eclairs,10/01/2024,"$2,048.58",1970-01-01 00:00:00.000000170
Gigi Bohling,Australia,White Choc,11/05/2024,"$6,267.19",1970-01-01 00:00:00.000000083
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2024,"$12,886.26",1970-01-01 00:00:00.000000021
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2024,"$6,143.64",1970-01-01 00:00:00.000000117
Mallorie Waber,Australia,Almond Choco,01/08/2024,"$8,273.83",1970-01-01 00:00:00.000000130
Brien Boise,Canada,85% Dark Bars,17/02/2024,"$12,163.59",1970-01-01 00:00:00.000000264
Brien Boise,Australia,Drinking Coco,27/07/2024,"$7,192.41",1970-01-01 00:00:00.000000159
Dotty Strutley,USA,Orange Choco,23/02/2024,"$1,452.94",1970-01-01 00:00:00.000000112
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2024,"$3,375.83",1970-01-01 00:00:00.000000041
Dennison Crosswaite,India,99% Dark & Pure,23/06/2024,"$8,328.80",1970-01-01 00:00:00.000000327
Curtice Advani,UK,White Choc,01/02/2024,"$1,634.54",1970-01-01 00:00:00.000000070
Kelci Walkden,Australia,After Nines,02/03/2024,"$8,265.41",1970-01-01 00:00:00.000000298
Gigi Bohling,UK,Fruit & Nut Bars,06/04/2024,"$1,448.10",1970-01-01 00:00:00.000000092
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2024,$709.53,1970-01-01 00:00:00.000000077
Curtice Advani,UK,Fruit & Nut Bars,24/06/2024,"$12,197.19",1970-01-01 00:00:00.000000135
Barr Faughny,Canada,50% Dark Bites,19/07/2024,"$10,917.59",1970-01-01 00:00:00.000000302
Curtice Advani,USA,Spicy Special Slims,11/07/2024,"$1,679.89",1970-01-01 00:00:00.000000287
Brien Boise,India,Almond Choco,13/01/2024,"$2,303.17",1970-01-01 00:00:00.000000225
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/07/2024,"$9,261.26",1970-01-01 00:00:00.000000065
Jan Morforth,India,85% Dark Bars,25/05/2024,"$5,252.80",1970-01-01 00:00:00.000000415
Marney O'Breen,India,Fruit & Nut Bars,13/04/2024,"$5,385.55",1970-01-01 00:00:00.000000161
Andria Kimpton,New Zealand,50% Dark Bites,02/03/2024,"$3,741.19",1970-01-01 00:00:00.000000222
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2024,"$2,223.49",1970-01-01 00:00:00.000000127
Kelci Walkden,USA,Drinking Coco,26/07/2024,"$7,720.37",1970-01-01 00:00:00.000000156
Van Tuxwell,Canada,White Choc,22/03/2024,$468.09,1970-01-01 00:00:00.000000003
Rafaelita Blaksland,USA,Baker's Choco Chips,09/06/2024,"$3,083.39",1970-01-01 00:00:00.000000055
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2024,"$6,898.94",1970-01-01 00:00:00.000000058
Ches Bonnell,New Zealand,Peanut Butter Cubes,04/03/2024,"$1,036.05",1970-01-01 00:00:00.000000291
Kelci Walkden,Canada,Milk Bars,07/07/2024,"$17,518.04",1970-01-01 00:00:00.000000028
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2024,"$11,691.86",1970-01-01 00:00:00.000000128
Curtice Advani,Australia,Almond Choco,13/07/2024,"$3,136.53",1970-01-01 00:00:00.000000074
Madelene Upcott,Australia,85% Dark Bars,16/06/2024,"$1,677.71",1970-01-01 00:00:00.000000325
Gigi Bohling,UK,50% Dark Bites,18/07/2024,"$8,937.37",1970-01-01 00:00:00.000000066
Ches Bonnell,UK,Manuka Honey Choco,30/05/2024,"$4,761.38",1970-01-01 00:00:00.000000406
Gigi Bohling,UK,70% Dark Bites,21/06/2024,$942.02,1970-01-01 00:00:00.000000084
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2024,"$6,623.03",1970-01-01 00:00:00.000000039
Marney O'Breen,India,Eclairs,13/01/2024,"$4,067.36",1970-01-01 00:00:00.000000094
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2024,"$4,712.55",1970-01-01 00:00:00.000000211
Kaine Padly,UK,Smooth Sliky Salty,08/06/2024,"$9,571.30",1970-01-01 00:00:00.000000594
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2024,"$6,779.99",1970-01-01 00:00:00.000000046
Kelci Walkden,USA,Organic Choco Syrup,21/07/2024,"$10,772.46",1970-01-01 00:00:00.000000150
Curtice Advani,India,Spicy Special Slims,20/06/2024,$189.34,1970-01-01 00:00:00.000000140
Roddy Speechley,India,After Nines,22/06/2024,"$3,015.47",1970-01-01 00:00:00.000000115
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2024,"$3,538.27",1970-01-01 00:00:00.000000016
Curtice Advani,Australia,99% Dark & Pure,07/01/2024,"$5,196.97",1970-01-01 00:00:00.000000087
Mallorie Waber,UK,50% Dark Bites,21/02/2024,"$6,654.14",1970-01-01 00:00:00.000000102
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2024,"$8,639.19",1970-01-01 00:00:00.000000402
Van Tuxwell,UK,Drinking Coco,04/04/2024,"$6,397.05",1970-01-01 00:00:00.000000136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2024,"$14,596.37",1970-01-01 00:00:00.000000196
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2024,"$7,712.91",1970-01-01 00:00:00.000000192
Gunar Cockshoot,Australia,Drinking Coco,14/01/2024,"$2,456.77",1970-01-01 00:00:00.000000188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2024,"$1,435.27",1970-01-01 00:00:00.000000138
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2024,"$4,324.48",1970-01-01 00:00:00.000000202
Jehu Rudeforth,India,99% Dark & Pure,25/02/2024,"$2,207.76",1970-01-01 00:00:00.000000247
Dotty Strutley,Australia,Mint Chip Choco,01/08/2024,"$7,571.51",1970-01-01 00:00:00.000000026
Roddy Speechley,Australia,Mint Chip Choco,05/05/2024,"$7,189.76",1970-01-01 00:00:00.000000262
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2024,"$10,858.21",1970-01-01 00:00:00.000000451
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2024,"$6,524.65",1970-01-01 00:00:00.000000369
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2024,"$4,624.45",1970-01-01 00:00:00.000000212
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2024,"$1,961.82",1970-01-01 00:00:00.000000080
Husein Augar,UK,White Choc,13/01/2024,"$12,782.63",1970-01-01 00:00:00.000000158
Roddy Speechley,Australia,Almond Choco,24/06/2024,"$4,928.30",1970-01-01 00:00:00.000000071
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2024,"$1,115.84",1970-01-01 00:00:00.000000022
Camilla Castle,Australia,99% Dark & Pure,18/01/2024,"$5,346.62",1970-01-01 00:00:00.000000109
Kaine Padly,India,Milk Bars,02/05/2024,"$3,168.11",1970-01-01 00:00:00.000000093
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2024,"$9,007.92",1970-01-01 00:00:00.000000052
Mallorie Waber,USA,Almond Choco,28/01/2024,"$7,400.07",1970-01-01 00:00:00.000000383
Kaine Padly,Canada,99% Dark & Pure,24/06/2024,"$1,420.22",1970-01-01 00:00:00.000000422
Oby Sorrel,UK,After Nines,18/07/2024,"$2,555.95",1970-01-01 00:00:00.000000109
Gunar Cockshoot,UK,Eclairs,13/04/2024,"$4,059.65",1970-01-01 00:00:00.000000175
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2024,"$18,581.37",1970-01-01 00:00:00.000000083
Jan Morforth,India,Peanut Butter Cubes,04/01/2024,"$8,813.58",1970-01-01 00:00:00.000000182
Husein Augar,Australia,Eclairs,04/07/2024,"$7,914.74",1970-01-01 00:00:00.000000031
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2024,"$2,787.72",1970-01-01 00:00:00.000000342
Camilla Castle,Australia,Manuka Honey Choco,17/03/2024,$681.71,1970-01-01 00:00:00.000000170
Oby Sorrel,Australia,Almond Choco,15/02/2024,"$6,827.53",1970-01-01 00:00:00.000000241
Jan Morforth,USA,Orange Choco,29/06/2024,"$1,082.00",1970-01-01 00:00:00.000000158
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2024,"$2,966.98",1970-01-01 00:00:00.000000121
Mallorie Waber,UK,Milk Bars,10/01/2024,"$3,951.74",1970-01-01 00:00:00.000000287
Curtice Advani,USA,Raspberry Choco,15/03/2024,"$3,151.23",1970-01-01 00:00:00.000000144
Marney O'Breen,Canada,Milk Bars,08/02/2024,"$2,672.67",1970-01-01 00:00:00.000000317
Brien Boise,India,Caramel Stuffed Bars,25/02/2024,"$1,742.37",1970-01-01 00:00:00.000000106
Gunar Cockshoot,USA,Eclairs,03/05/2024,"$7,301.31",1970-01-01 00:00:00.000000042
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2024,"$6,322.14",1970-01-01 00:00:00.000000026
Gunar Cockshoot,India,50% Dark Bites,09/08/2024,"$13,731.44",1970-01-01 00:00:00.000000082
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2024,"$4,051.88",1970-01-01 00:00:00.000000253
Kaine Padly,UK,Manuka Honey Choco,14/01/2024,"$8,474.69",1970-01-01 00:00:00.000000115
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2024,"$9,426.56",1970-01-01 00:00:00.000000049
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2024,"$9,770.28",1970-01-01 00:00:00.000000154
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2024,"$14,234.61",1970-01-01 00:00:00.000000045
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2024,"$6,885.01",1970-01-01 00:00:00.000000040
Marney O'Breen,Australia,Spicy Special Slims,23/06/2024,"$14,687.62",1970-01-01 00:00:00.000000293
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2024,"$16,585.43",1970-01-01 00:00:00.000000388
Brien Boise,USA,Organic Choco Syrup,25/05/2024,"$17,415.67",1970-01-01 00:00:00.000000148
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2024,"$5,954.47",1970-01-01 00:00:00.000000236
Van Tuxwell,UK,85% Dark Bars,11/07/2024,"$4,179.91",1970-01-01 00:00:00.000000140
Marney O'Breen,Canada,Spicy Special Slims,03/01/2024,"$3,939.95",1970-01-01 00:00:00.000000365
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2024,$791.19,1970-01-01 00:00:00.000000280
Beverie Moffet,USA,50% Dark Bites,28/07/2024,"$2,941.65",1970-01-01 00:00:00.000000360
Brien Boise,USA,Mint Chip Choco,25/05/2024,"$12,476.68",1970-01-01 00:00:00.000000162
Karlen McCaffrey,New Zealand,Eclairs,06/05/2024,"$2,817.14",1970-01-01 00:00:00.000000191
Barr Faughny,India,Drinking Coco,28/01/2024,"$2,411.52",1970-01-01 00:00:00.000000144
Marney O'Breen,UK,Orange Choco,06/06/2024,"$13,072.74",1970-01-01 00:00:00.000000011
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2024,"$6,790.41",1970-01-01 00:00:00.000000026
Ches Bonnell,Canada,Spicy Special Slims,05/08/2024,"$6,092.47",1970-01-01 00:00:00.000000201
Brien Boise,USA,Orange Choco,28/01/2024,"$7,185.50",1970-01-01 00:00:00.000000152
Kaine Padly,India,Spicy Special Slims,31/08/2024,"$6,170.80",1970-01-01 00:00:00.000000138
Mallorie Waber,USA,50% Dark Bites,19/04/2024,"$1,945.05",1970-01-01 00:00:00.000000014
Mallorie Waber,UK,Mint Chip Choco,29/06/2024,"$6,767.42",1970-01-01 00:00:00.000000002
Beverie Moffet,India,Choco Coated Almonds,24/02/2024,"$3,911.69",1970-01-01 00:00:00.000000254
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2024,"$16,733.76",1970-01-01 00:00:00.000000088
Gigi Bohling,India,Eclairs,21/06/2024,"$3,916.92",1970-01-01 00:00:00.000000074
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2024,"$1,082.69",1970-01-01 00:00:00.000000106
Oby Sorrel,New Zealand,White Choc,10/06/2024,"$4,822.33",1970-01-01 00:00:00.000000042
Andria Kimpton,UK,Drinking Coco,23/05/2024,"$1,827.45",1970-01-01 00:00:00.000000066
Kelci Walkden,India,Milk Bars,15/04/2024,"$1,142.41",1970-01-01 00:00:00.000000111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2024,"$6,290.89",1970-01-01 00:00:00.000000232
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2024,"$5,616.01",1970-01-01 00:00:00.000000043
Barr Faughny,New Zealand,After Nines,19/04/2024,"$11,250.69",1970-01-01 00:00:00.000000091
Beverie Moffet,UK,Almond Choco,16/05/2024,"$2,799.42",1970-01-01 00:00:00.000000104
Oby Sorrel,Australia,Raspberry Choco,17/02/2024,"$1,157.88",1970-01-01 00:00:00.000000114
Dennison Crosswaite,USA,Raspberry Choco,18/01/2024,"$7,049.32",1970-01-01 00:00:00.000000273
Roddy Speechley,Canada,Orange Choco,09/02/2024,"$9,460.50",1970-01-01 00:00:00.000000084
Mallorie Waber,Canada,Orange Choco,23/03/2024,"$4,173.73",1970-01-01 00:00:00.000000175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2024,"$4,005.08",1970-01-01 00:00:00.000000150
Mallorie Waber,India,Drinking Coco,07/03/2024,"$4,650.58",1970-01-01 00:00:00.000000143
Ches Bonnell,UK,White Choc,03/01/2024,"$3,814.56",1970-01-01 00:00:00.000000220
Ches Bonnell,USA,White Choc,11/02/2024,"$6,321.35",1970-01-01 00:00:00.000000325
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2024,"$5,245.53",1970-01-01 00:00:00.000000144
Dotty Strutley,India,White Choc,15/08/2024,"$12,998.67",1970-01-01 00:00:00.000000317
Gigi Bohling,India,Manuka Honey Choco,12/05/2024,"$5,932.12",1970-01-01 00:00:00.000000079
Van Tuxwell,India,Spicy Special Slims,11/04/2024,"$6,811.55",1970-01-01 00:00:00.000000004
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2024,"$21,381.14",1970-01-01 00:00:00.000000311
Dotty Strutley,New Zealand,White Choc,15/06/2024,"$8,423.36",1970-01-01 00:00:00.000000063
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2024,"$7,951.43",1970-01-01 00:00:00.000000109
Kaine Padly,USA,Milk Bars,15/06/2024,"$18,389.10",1970-01-01 00:00:00.000000062
Brien Boise,India,After Nines,16/06/2024,"$6,555.46",1970-01-01 00:00:00.000000045
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2024,"$5,129.71",1970-01-01 00:00:00.000000270
Dennison Crosswaite,USA,Drinking Coco,10/05/2024,"$2,399.02",1970-01-01 00:00:00.000000149
Oby Sorrel,India,Eclairs,25/08/2024,"$6,096.53",1970-01-01 00:00:00.000000344
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2024,"$8,134.67",1970-01-01 00:00:00.000000083
Gigi Bohling,UK,Baker's Choco Chips,16/05/2024,"$9,969.65",1970-01-01 00:00:00.000000449
Jan Morforth,Australia,50% Dark Bites,14/06/2024,"$3,894.16",1970-01-01 00:00:00.000000173
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2024,"$11,533.35",1970-01-01 00:00:00.000000491
Ches Bonnell,USA,Organic Choco Syrup,28/07/2024,"$8,754.31",1970-01-01 00:00:00.000000014
Brien Boise,Canada,Mint Chip Choco,28/01/2024,"$5,475.65",1970-01-01 00:00:00.000000194
Kaine Padly,UK,Orange Choco,29/06/2024,"$2,252.94",1970-01-01 00:00:00.000000196
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2024,$278.78,1970-01-01 00:00:00.000000332
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2024,"$8,936.91",1970-01-01 00:00:00.000000442
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2024,"$2,010.22",1970-01-01 00:00:00.000000144
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2024,"$2,901.91",1970-01-01 00:00:00.000000012
Oby Sorrel,Australia,Milk Bars,21/06/2024,"$9,231.31",1970-01-01 00:00:00.000000278
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2024,"$12,744.67",1970-01-01 00:00:00.000000026
Gigi Bohling,UK,Milk Bars,17/05/2024,"$1,436.97",1970-01-01 00:00:00.000000248
Andria Kimpton,Australia,85% Dark Bars,23/08/2024,"$4,900.32",1970-01-01 00:00:00.000000254
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2024,"$8,263.11",1970-01-01 00:00:00.000000129
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2024,"$10,139.68",1970-01-01 00:00:00.000000552
Karlen McCaffrey,USA,Drinking Coco,29/06/2024,$132.68,1970-01-01 00:00:00.000000243
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2024,"$9,479.63",1970-01-01 00:00:00.000000217
Jehu Rudeforth,Australia,Drinking Coco,14/01/2024,"$3,114.84",1970-01-01 00:00:00.000000065
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2024,"$17,866.48",1970-01-01 00:00:00.000000058
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2024,"$4,651.03",1970-01-01 00:00:00.000000494
Madelene Upcott,USA,White Choc,04/05/2024,"$14,360.42",1970-01-01 00:00:00.000000218
Andria Kimpton,USA,Spicy Special Slims,23/05/2024,"$2,595.52",1970-01-01 00:00:00.000000005
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2024,"$1,853.03",1970-01-01 00:00:00.000000153
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2024,"$1,392.99",1970-01-01 00:00:00.000000070
Madelene Upcott,UK,Organic Choco Syrup,21/07/2024,"$7,943.17",1970-01-01 00:00:00.000000174
Dotty Strutley,USA,Mint Chip Choco,21/02/2024,"$5,552.79",1970-01-01 00:00:00.000000272
Kelci Walkden,USA,Orange Choco,03/02/2024,"$1,539.14",1970-01-01 00:00:00.000000143
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2024,"$9,117.77",1970-01-01 00:00:00.000000154
Mallorie Waber,India,50% Dark Bites,31/05/2024,$631.02,1970-01-01 00:00:00.000000140
